title,intro,url,rating,star,star_time,comment,
密战,2009 / 中国大陆 / 悬疑 / 穆德远 / 刘佳 王策,https://movie.douban.com/subject/4058882/,7.9,3,2019.03.10 《密战》🌟🌟🌟初中时有一次考英语，还没下课时CD匆匆交卷子走人，有人问她提早交卷一定很有把握吧，她答“我着急回家看密战”🤣,,
幸福三重奏 第一季,2018 / 中国大陆 / 真人秀 / 李睿 张航希 / 徐熙媛 汪小菲,https://movie.douban.com/subject/30253587/,7.2,3,2019.03.10 《幸福三重奏第一季》🌟🌟🌟和越越一起看的(˶‾᷄ ⁻̫ ‾᷅˵)陈老师莫名搞笑。,,
大饭店 第一季,2011 / 西班牙 / 剧情 悬疑 / 西尔维亚·奎尔 / 荣·冈萨雷斯 阿玛雅·萨拉曼卡,https://movie.douban.com/subject/20391427/,8.5,3,2019.03.10 《大饭店第一季》🌟🌟🌟男主太帅，严重影响练听力的初衷。,,
都挺好,2019 / 中国大陆 / 剧情 家庭 / 简川訸 / 姚晨 倪大红,https://movie.douban.com/subject/27088993/,7.7,3,2019.03.25 《都挺好》🌟🌟🌟倪大红和郭京飞：一对儿狂野父子！,,
波西米亚狂想曲,2018 / 英国 美国 / 剧情 传记 同性 / 布莱恩·辛格 / 拉米·马雷克 本·哈迪,https://movie.douban.com/subject/5300054/,8.7,5,2019.03.18 《波西米亚狂想曲》🌟🌟🌟🌟🌟相逢的人会再相逢。为音乐感动。,,
过春天,2018 / 中国大陆 / 剧情 / 白雪 / 黄尧 孙阳,https://movie.douban.com/subject/27191431/,7.7,3,2019.04.17 《过春天》🌟🌟🌟像是在饭桌上讲一则社会新闻。,,
绿皮书,2018 / 美国 中国大陆 / 剧情 喜剧 传记 / 彼得·法雷里 / 维果·莫腾森 马赫沙拉·阿里,https://movie.douban.com/subject/27060077/,8.9,5,2019.03.04 《绿皮书》🌟🌟🌟🌟🌟同想吃炸鸡。,,
最美的时光,2013 / 中国大陆 / 剧情 爱情 / 曾丽珍 / 钟汉良 张钧甯,https://movie.douban.com/subject/10558417/,7.0,3,2019.02.28 《最美的时光》🌟🌟🌟小哇是我心目中的陆励成本成。,,
2001太空漫游,1968 / 英国 美国 / 科幻 惊悚 冒险 / 斯坦利·库布里克 / 凯尔·杜拉 加里·洛克伍德,https://movie.douban.com/subject/1292226/,8.9,4,2019.02.21 《2001太空漫游》🌟🌟🌟🌟🌟五十年前能对太空有这样的想象，好神奇。,,
源代码,2011 / 美国 加拿大 / 科幻 悬疑 惊悚 / 邓肯·琼斯 / 杰克·吉伦哈尔 维拉·法米加,https://movie.douban.com/subject/3075287/,8.5,5,2019.03.19 《源代码》🌟🌟🌟🌟🌟还好不是无休止的八分钟，还好在另一个世界还有无数可能。,,
浪潮,2008 / 德国 / 剧情 惊悚 / 丹尼斯·甘塞尔 / 于尔根·福格尔 弗雷德里克·劳,https://movie.douban.com/subject/2297265/,8.7,5,2019.02.21 《浪潮》🌟🌟🌟🌟🌟独裁没有走远。,,
虎口脱险,1966 / 法国 英国 / 喜剧 战争 / 热拉尔·乌里 / 路易·德·菲奈斯 布尔维尔,https://movie.douban.com/subject/1296909/,8.9,4,2019.02.21 《虎口脱险》🌟🌟🌟🌟鸳鸯茶太洗脑了！,,
控方证人,1957 / 美国 / 剧情 犯罪 悬疑 / 比利·怀尔德 / 泰隆·鲍华 玛琳·黛德丽,https://movie.douban.com/subject/1296141/,9.6,5,2019.02.22 《控方证人》🌟🌟🌟🌟🌟最后半小时高潮迭起，精彩纷呈。,,
模仿游戏,2014 / 英国 美国 / 剧情 传记 战争 / 莫滕·泰杜姆 / 本尼迪克特·康伯巴奇 凯拉·奈特莉,https://movie.douban.com/subject/10463953/,8.7,5,2019.02.22 《模仿游戏》🌟🌟🌟🌟🌟Turing和Christopher的故事传奇又沉痛。也很喜欢Joan.,,
至暗时刻,2017 / 英国 美国 / 剧情 传记 历史 / 乔·赖特 / 加里·奥德曼 克里斯汀·斯科特·托马斯,https://movie.douban.com/subject/26761416/,8.5,5,2019.02.21 《至暗时刻》🌟🌟🌟🌟🌟丘吉尔的演讲真的鼓舞人心。,,
华盛顿邮报,2017 / 美国 英国 / 剧情 传记 历史 / 史蒂文·斯皮尔伯格 / 梅丽尔·斯特里普 汤姆·汉克斯,https://movie.douban.com/subject/26990609/,8.3,5,2019.02.20 《华盛顿邮报》🌟🌟🌟🌟🌟梅姨做选择的镜头👍结局也妙。,,
脱欧：无理之战,2019 / 英国 / 剧情 / 托比·海恩斯 / 本尼迪克特·康伯巴奇 李·布罗德曼,https://movie.douban.com/subject/30223840/,7.7,4,2019.02.21 《脱欧：无理之战》🌟🌟🌟🌟Vote Leave的公投标语👍使用大数据向选民精准投放广告的策略在傲骨之战中也看过。这样一场关乎国运和国民的公投，它的走向和结局竟然可以是这样。,,
无双,2018 / 中国大陆 中国香港 / 剧情 动作 犯罪 / 庄文强 / 周润发 郭富城,https://movie.douban.com/subject/26425063/,8.0,4,2019.02.13 《无双》🌟🌟🌟🌟李问的故事太精彩了！PS：王耀庆和周润发同框那一幕 被无情碾压。,,
网络谜踪,2018 / 美国 俄罗斯 / 剧情 犯罪 悬疑 / 阿尼什·查甘蒂 / 约翰·赵 米切尔·拉,https://movie.douban.com/subject/27615441/,8.5,4,2019.02.12 《网络迷踪》🌟🌟🌟🌟社交网络就像是成长记录，一家三口各自的成长也都在电脑中存档。妈妈真的很爱Margot和爸爸，可惜自她去世后父女俩很少互相安慰，时间显然不是解药。爱一个人就永远不要沉默。,,
谁先爱上他的,2018 / 中国台湾 / 剧情 喜剧 同性 / 徐誉庭 许智彦 / 邱泽 谢盈萱,https://movie.douban.com/subject/27119586/,8.6,4,2019.02.11 《谁先爱上他的》🌟🌟🌟🌟邱泽演得真好。,,
飞驰人生,2019 / 中国大陆 / 喜剧 / 韩寒 / 沈腾 黄景瑜,https://movie.douban.com/subject/30163509/,6.9,3,2019.02.11 《飞驰人生》🌟🌟🌟山地赛道那一段看得为所有赛车手捏一把汗。校友真帅！,,
蜘蛛侠：英雄归来,2017 / 美国 / 动作 科幻 冒险 / 乔·沃茨 / 汤姆·赫兰德 小罗伯特·唐尼,https://movie.douban.com/subject/24753477/,7.3,4,2019.02.08 《蜘蛛侠：英雄归来》🌟🌟🌟🌟荷兰弟真是小蜘蛛本蛛，絮絮叨叨可可爱爱☺️,,
最好的我们,2019 / 中国大陆 / 剧情 爱情 / 章笛沙 / 陈飞宇 何蓝逗,https://movie.douban.com/subject/26266919/,5.2,2,2019.06.06 《最好的我们》🌟🌟全程地铁老头看手机.jpg。耿耿余淮两位同学看起来十分不熟，互生情愫的过程也看起来非常没有头绪，倒是应了二熊原著里“不知道什么时候起，日子过得像流水账一样”🙄影视作品里描绘过太多中学时代的笑与泪，看得越多，就越觉得这样的细碎片段太容易冗余。不过耿耿余淮毕业后两人天差地别的境遇的确赚足了我的眼泪，坐在杂乱走廊里头发乱糟糟下巴上有青青胡茬完全不修边幅的飞宇弟弟实在很惹人怜爱。虽然晚秋高地上再相逢的情节又开始拖沓絮叨，不过看到他俩这么多年后终于牵起的手，还是不得不再感叹一次：这俩货怎么可以这么幸福——因为你耿是二熊的亲女儿！,,
花儿与少年 第二季,2015 / 中国大陆 / 真人秀 / 廖珂 / 井柏然 杨洋,https://movie.douban.com/subject/26261188/,7.1,3,2019.02.03 《花儿与少年第二季》🌟🌟🌟花少二诞生了非常多名场面😈喜欢那时候的咩咩和陈意涵，元气少年少女。,,
心慌方,1997 / 加拿大 / 科幻 悬疑 惊悚 / 文森佐·纳塔利 / 妮可·德波儿 妮基·瓜达尼,https://movie.douban.com/subject/1305903/,7.9,3,2019.01.29《心慌方》🌟🌟🌟学好数学:D,,
密室逃生,2019 / 美国 南非 / 悬疑 惊悚 / 亚当·罗比特尔 / 泰勒·拉塞尔 洛根·米勒,https://movie.douban.com/subject/27109679/,7.1,3,2019.01.29《密室逃生》🌟🌟🌟Zoey的氧气面罩真是金手指大开。,,
女大法官金斯伯格,2018 / 美国 / 传记 纪录片 / 朱莉·科昂 贝齐·韦斯特 / 鲁斯·巴德·金斯伯格 比尔·克林顿,https://movie.douban.com/subject/27615467/,9.4,5,2019.01.23 《女大法官金斯伯格》🌟🌟🌟🌟🌟充满魅力而又伟大的人格。2020年9月19日，在去加班的地铁上刷到RBG去世的新闻，震惊、心痛，她是我职业生涯和家庭生活的理想，一路走好。,,
秘密花园,1993 / 英国 美国 / 剧情 家庭 奇幻 / 阿格涅丝卡·霍兰 / 凯特·马伯里 海登·普劳斯,https://movie.douban.com/subject/1302133/,8.5,5,2019.01.21 《秘密花园》🌟🌟🌟🌟🌟小时候看过电影后就去找来中文版读，伴随我整个童年的美好故事，温暖治愈。喜欢Mary和Dickon。为Colin感到开心；春天时uncle的花园真的好美，Colin看到它的第一眼说和他想象的一样，也和我看书时对英国庄园的想象一样。,,
歌手2019,2019 / 中国大陆 / 音乐 真人秀 / 洪涛 洪啸 / 刘欢 齐豫,https://movie.douban.com/subject/30219698/,7.2,3,2019.04.13 《歌手2019》🌟🌟🌟能听齐豫唱这么多首歌，很值得了。一如既往喜欢主唱！,,
疯狂的外星人,2019 / 中国大陆 / 喜剧 科幻 / 宁浩 / 黄渤 沈腾,https://movie.douban.com/subject/25986662/,6.4,3,2019.02.11 《疯狂的外星人》🌟🌟🌟沈腾完全戳中我的笑点🤣山争哥哥的表情落在外星人身上完全不输哈哈哈哈。,,
流浪地球,2019 / 中国大陆 / 科幻 冒险 灾难 / 郭帆 / 屈楚萧 吴京,https://movie.douban.com/subject/26266893/,7.9,4,2019.02.05 《流浪地球》🌟🌟🌟🌟带着地球寻找新的生存机会，真是中国人坚守的家国情怀。,,
我不是药神,2018 / 中国大陆 / 剧情 喜剧 / 文牧野 / 徐峥 王传君,https://movie.douban.com/subject/26752088/,9.0,5,2019.01.20 《我不是药神》🌟🌟🌟🌟🌟春季学期课程论文写了access to medicine in the developing world，讨论出现在近半学期seminars中的paragraph 6的影响。统计报告中的数字和图表，第一次以真实故事的影视改编呈现在眼前，看得难过极了。多哈宣言发表十多年，希望未来会更好。2021年9月29日，COVID爆发一年多了，TRIPS Waiver成为谈判桌上的焦点议题，疫苗供应/分配不均仍是发展中国家面临的难题。可此时距《多哈宣言》发表，已经整整二十年了。,,
Serial 第一季,2014 / 美国 / Sarah Koenig / Sarah Koenig Hae Min Lee,https://movie.douban.com/subject/26282647/,9.3,5,2019.01.20 《Serial第一季》🌟🌟🌟🌟🌟从暑假开始陆陆续续听了半年，终于听完这一季。十五年前没挖掘出的facts，十五年后只能更无从找起。Sarah呈现出整个案子中的种种谜团：Adnan的motive、personality和religion；当时人们对于Muslim的态度；律师Christina的辩护策略；Jay前后矛盾且不能完全得到佐证的证言；Adnan未被警方询问的朋友们的回忆；始终沉默的Stephanie。如果我是陪审团成员，仅凭当时的法庭上的辩论，1999年1月13日这一天究竟发生了什么不得而知，很难排除合理怀疑。不难理解Adnan为什么在Sarah的讲述中执着于一个ending。他也终于在2016年被granted a new trial。,,
啥是佩奇,2019 / 中国大陆 / 短片 / 张大鹏 / 李玉宝 邵杰睿,https://movie.douban.com/subject/30435141/,7.4,5,2019.01.19 《啥是佩奇》🌟🌟🌟🌟🌟永远为亲情感动。爱是不为回报的给予，爱是千里迢迢终团聚。期待电影(⁎⁍̴̛ᴗ⁍̴̛⁎),,
小妇人,1933 / 美国 / 剧情 家庭 爱情 / 乔治·库克 / 凯瑟琳·赫本 琼·贝内特,https://movie.douban.com/subject/1297022/,7.8,5,2019.01.16 《小妇人》🌟🌟🌟🌟🌟喜欢Jo，喜欢妈妈。 -“我满怀心意，却空手而来。” -“心意是最重要的。”,,
白蛇：缘起,2019 / 中国大陆 美国 / 爱情 动画 奇幻 / 黄家康 赵霁 / 张喆 杨天翔,https://movie.douban.com/subject/30331149/,7.8,4,2019.01.14 《白蛇：缘起》🌟🌟🌟🌟捕蛇村好美，小白小青很像动画版花木兰。断桥上小白回头时的发型哈哈哈。,,
加菲猫2,2006 / 英国 美国 / 喜剧 家庭 / 蒂姆·希尔 / 布瑞金·梅耶 詹妮弗·洛芙·休伊特,https://movie.douban.com/subject/1760104/,7.5,3,2019.01.10 《加菲猫2》🌟🌟🌟吃饱意面后肚子圆滚滚的加菲好可爱！,,
地心引力,2013 / 英国 美国 墨西哥 / 科幻 惊悚 灾难 / 阿方索·卡隆 / 桑德拉·布洛克 乔治·克鲁尼,https://movie.douban.com/subject/3793783/,7.9,3,2019.01.09《地心引力》🌟🌟🌟只接受六个月training就上太空的女主：遇到意外总是慌慌乱乱，却能平安降落到故里。这真是个概率极低的奇迹:(,,
头号玩家,2018 / 美国 / 动作 科幻 冒险 / 史蒂文·斯皮尔伯格 / 泰伊·谢里丹 奥利维亚·库克,https://movie.douban.com/subject/4920389/,8.7,5,2019.01.07 《头号玩家》🌟🌟🌟🌟🌟非游戏玩家也觉得太赞啦！,,
狗十三,2013 / 中国大陆 / 剧情 家庭 / 曹保平 / 张雪迎 果靖霖,https://movie.douban.com/subject/25716096/,8.2,4,2019.01.07 《狗十三》🌟🌟🌟🌟就这样长大了。,,
诈欺游戏2,2009 / 日本 / 犯罪 悬疑 / 松山博昭 大木绫子 长濑国博 / 户田惠梨香 松田翔太,https://movie.douban.com/subject/3685955/,8.5,4,2019.01.03 《诈欺游戏2》🌟🌟🌟🌟所以极限挑战的节目策划是照搬这部剧吧👎,,
诈欺游戏,2007 / 日本 / 剧情 悬疑 犯罪 / 松山博昭 大木绫子 / 户田惠梨香 松田翔太,https://movie.douban.com/subject/2018076/,8.4,4,2019.01.03 《诈欺游戏》🌟🌟🌟🌟回合设置很好玩。女主是真·圣母Orz,,
帕丁顿熊,2014 / 英国 法国 / 喜剧 动画 家庭 / 保罗·金 / 本·卫肖 妮可·基德曼,https://movie.douban.com/subject/2998373/,7.8,5,"2019.01.01 《帕丁顿熊》🌟🌟🌟🌟🌟看得十分开心，脑海里关于伦敦的记忆像在放电影。谢谢家人送我到这座城市念书。感觉自己刚来的时候真的很像小熊，有一点无措、渴望温暖陪伴。小熊在片尾给Lucy的信这样写道：‘In London, everyone is different, but that means anyone can fit in.’ 是这样的呀！这一年我过得自由和快乐，结识了一生的好朋友、拥有了难忘的时刻，希望以后能有机会和家人再回来，带他们看看我曾生活过的地方。",,
帕丁顿熊2,2017 / 英国 法国 美国 / 喜剧 动画 家庭 / 保罗·金 / 本·卫肖 休·格兰特,https://movie.douban.com/subject/26340419/,8.0,5,2018.12.31 《帕丁顿熊2》🌟🌟🌟🌟🌟2018年的最后一天，在家里看完了小熊。熟悉的伦敦地标，以及离暑假宿舍几步远的帕丁顿火车站。就是从这里乘Heathrow Express作别这座城市。,,
你好，之华,2018 / 中国大陆 / 剧情 爱情 / 岩井俊二 / 周迅 秦昊,https://movie.douban.com/subject/27615233/,6.7,3,2018.12.31 《你好，之华》🌟🌟🌟年华是无效信。,,
海王,2018 / 美国 澳大利亚 / 动作 奇幻 冒险 / 温子仁 / 杰森·莫玛 艾梅柏·希尔德,https://movie.douban.com/subject/3878007/,7.6,4,2018.12.24 《海王》🌟🌟🌟🌟海底世界精彩纷呈:D,,
风味人间 第一季,2018 / 中国大陆 / 纪录片 / 陈晓卿 / 李立宏,https://movie.douban.com/subject/30156039/,9.0,4,2018.12.23 《风味人间第一季》🌟🌟🌟🌟食物是最治愈人心的存在。,,
原生之罪 第一季,2018 / 中国大陆 / 犯罪 悬疑 / 叶伟民 王涛涛 李保樟 / 翟天临 尹正,https://movie.douban.com/subject/30139731/,6.3,3,2019.01.06 《原生之罪第一季》🌟🌟🌟几个案子的改编不太满意。结尾很仓促。,,
哈利·波特与凤凰社,2007 / 英国 美国 / 奇幻 冒险 / 大卫·叶茨 / 丹尼尔·雷德克里夫 艾玛·沃森,https://movie.douban.com/subject/1457217/,8.4,4,2018.12.09 《哈利波特与凤凰社》🌟🌟🌟🌟中学时在央6看的第一部HP。,,
恋爱通告,2010 / 中国台湾 中国大陆 / 喜剧 爱情 / 王力宏 / 王力宏 刘亦菲,https://movie.douban.com/subject/4707230/,5.9,3,2018.12.08 《恋爱通告》🌟🌟🌟每每听到「十八般武艺」的前奏，就会想起这部电影。,,
哆啦A梦：伴我同行,2014 / 日本 / 剧情 动画 / 八木龙一 山崎贵 / 水田山葵 大原惠美,https://movie.douban.com/subject/25769362/,8.1,3,2014.12.08 《哆啦A梦：伴我同行》🌟🌟🌟第二次看哆啦A梦剧场版，还是很可爱啊。,,
红海行动,2018 / 中国大陆 中国香港 / 动作 战争 / 林超贤 / 张译 黄景瑜,https://movie.douban.com/subject/26861685/,8.3,3,2018.12.08 《红海行动》🌟🌟🌟校友真帅！,,
火锅英雄,2016 / 中国大陆 / 剧情 犯罪 / 杨庆 / 陈坤 白百何,https://movie.douban.com/subject/25662327/,7.2,3,2018.12.08 《火锅英雄》🌟🌟🌟重庆：一座气质独特的城市。,,
致我们终将逝去的青春,2013 / 中国大陆 / 剧情 爱情 / 杨子姗 赵又廷,https://movie.douban.com/subject/6973376/,6.5,3,2018.12.08 《致我们终将逝去的青春》🌟🌟🌟看这部片子时还在念中学，觉得不过是八零后的青春。,,
美国队长3,2016 / 美国 / 动作 科幻 冒险 / 安东尼·罗素 乔·罗素 / 克里斯·埃文斯 小罗伯特·唐尼,https://movie.douban.com/subject/25820460/,7.9,4,2018.12.08 《美国队长3》🌟🌟🌟小蜘蛛！,,
黄金罗盘,2007 / 美国 英国 / 冒险 家庭 奇幻 / 克里斯·韦兹 / 妮可·基德曼 丹尼尔·克雷格,https://movie.douban.com/subject/1585146/,6.5,3,2018.12.08 《黄金罗盘》🌟🌟🌟小时候在电影频道看了两遍的奇幻故事。,,
达·芬奇密码,2006 / 美国 马耳他 法国 英国 / 悬疑 惊悚 / 朗·霍华德 / 汤姆·汉克斯 奥黛丽·塔图,https://movie.douban.com/subject/1329950/,7.4,3,2018.12.08 《达芬奇密码》🌟🌟🌟总觉得宗教元素神神叨叨。,,
哈利·波特与阿兹卡班的囚徒,2004 / 英国 美国 / 奇幻 冒险 / 阿方索·卡隆 / 丹尼尔·雷德克里夫 艾玛·沃森,https://movie.douban.com/subject/1291544/,8.9,5,2018.12.07 《哈利波特与阿兹卡班的囚徒》🌟🌟🌟🌟🌟喜欢小天狼星。,,
哈利·波特与密室,2002 / 英国 美国 / 奇幻 冒险 / 克里斯·哥伦布 / 丹尼尔·雷德克里夫 艾玛·沃森,https://movie.douban.com/subject/1296996/,8.8,4,2018.12.07 《哈利波特与密室》🌟🌟🌟🌟小时候的三只太可爱！,,
西虹市首富,2018 / 中国大陆 / 喜剧 / 闫非 彭大魔 / 沈腾 宋芸桦,https://movie.douban.com/subject/27605698/,6.6,3,2018.12.03 《西虹市首富》🌟🌟🌟哈哈哈哈看得很开心。,,
素媛,2013 / 韩国 / 剧情 / 李濬益 / 薛景求 严志媛,https://movie.douban.com/subject/21937452/,9.3,4,2018.11.21 《素媛》🌟🌟🌟🌟哎......有一种深深的无力感。,,
重返20岁,2015 / 中国大陆 韩国 / 喜剧 爱情 奇幻 / 陈正道 / 杨子姗 归亚蕾,https://movie.douban.com/subject/25870084/,7.1,2,2018.11.21 《重返20岁》🌟🌟小鹿可爱！,,
快把我哥带走,2018 / 中国大陆 / 喜剧 奇幻 / 郑芬芬 / 张子枫 彭昱畅,https://movie.douban.com/subject/30122633/,6.8,3,2018.11.21 《快把我哥带走》🌟🌟🌟喜欢彭彭和子枫戏里戏外的互动，赵今麦的演技不错诶！,,
战狼2,2017 / 中国大陆 / 动作 战争 / 吴京 / 吴京 弗兰克·格里罗,https://movie.douban.com/subject/26363254/,7.1,3,2018.11.21 《战狼2》🌟🌟🌟“你妈没告诉你不要惹熊孩子吗？”🤣,,
降临,2016 / 美国 加拿大 / 剧情 科幻 / 丹尼斯·维伦纽瓦 / 艾米·亚当斯 杰瑞米·雷纳,https://movie.douban.com/subject/21324900/,7.8,5,"2018.11.21 《降临》🌟🌟🌟🌟🌟‘Despite knowing the journey and where it leads, I embrace it.’",,
敦刻尔克,2017 / 英国 法国 美国 荷兰 / 剧情 历史 战争 / 克里斯托弗·诺兰 / 菲恩·怀特海德 汤姆·格林-卡尼,https://movie.douban.com/subject/26607693/,8.4,5,2018.11.21 《敦刻尔克》🌟🌟🌟🌟🌟在伦敦念书时住在运河边，有非常多私人的船。有次和潇然走过，她讲了这部电影给我。,,
蝙蝠侠：黑暗骑士崛起,2012 / 美国 英国 / 剧情 动作 科幻 / 克里斯托弗·诺兰 / 克里斯蒂安·贝尔 汤姆·哈迪,https://movie.douban.com/subject/3395373/,8.8,4,2018.11.21 《蝙蝠侠：黑暗骑士崛起》🌟🌟🌟🌟英雄主义。,,
后天,2004 / 美国 / 科幻 灾难 / 罗兰·艾默里奇 / 丹尼斯·奎德 杰克·吉伦哈尔,https://movie.douban.com/subject/1308779/,8.3,3,2018.11.21 《后天》🌟🌟🌟灾难场景好可怕，父子情感人。,,
弗里达,2002 / 美国 墨西哥 加拿大 / 传记 剧情 爱情 / 朱丽·泰莫 / 萨尔玛·海耶克 阿尔弗雷德·莫里纳,https://movie.douban.com/subject/1291852/,8.7,5,2018.11.21 《弗里达》🌟🌟🌟🌟🌟非常喜欢的女画家。V&A的展很棒！,,
那些年，我们一起追的女孩,2011 / 中国台湾 / 剧情 喜剧 爱情 / 九把刀 / 柯震东 陈妍希,https://movie.douban.com/subject/4920528/,8.1,3,2018.11.21 《那些年，我们一起追的女孩》🌟🌟🌟小清新。,,
新闻编辑室 第三季,2014 / 美国 / 剧情 / 格雷格·莫托拉 艾伦·保尔 保罗·立博斯坦 安东尼·海明威 / 杰夫·丹尼尔斯 艾米莉·莫迪默,https://movie.douban.com/subject/25719291/,9.5,5,2018.11.06 《新闻编辑室第三季》🌟🌟🌟🌟🌟再见Charlie。,,
新闻编辑室 第一季,2012 / 美国 / 剧情 / 格雷格·莫托拉 艾利克斯·格雷夫斯 丹尼尔·米纳汉 艾伦·保尔 杰雷米·波德斯瓦 莱丝莉·琳卡·格拉特 乔舒亚·马斯顿 / 杰夫·丹尼尔斯 艾米莉·莫迪默,https://movie.douban.com/subject/6142597/,9.1,5,2018.12.03 《新闻编辑室第一季》🌟🌟🌟🌟🌟好看！,,
中餐厅 第二季,2018 / 中国大陆 / 真人秀 / 刘利辉 / 苏有朋 舒淇,https://movie.douban.com/subject/30188120/,6.8,3,2018.12.03 《中餐厅第二季》🌟🌟🌟喜欢赵薇x苏有朋，童年记忆。哇哥很有梗！以及……镜头下的王俊凯做饭时是帅的:D,,
疯狂动物城,2016 / 美国 / 喜剧 动画 冒险 / 拜伦·霍华德 瑞奇·摩尔 杰拉德·布什 / 金妮弗·古德温 杰森·贝特曼,https://movie.douban.com/subject/25662329/,9.2,5,2018.07.24 《疯狂动物城》🌟🌟🌟🌟🌟真可爱呀，Judy和Nick。,,
唐人街探案,2015 / 中国大陆 / 喜剧 动作 悬疑 / 陈思诚 / 王宝强 刘昊然,https://movie.douban.com/subject/26311973/,7.7,4,2018.07.24 《唐人街探案》🌟🌟🌟🌟子枫妹妹最后一笑好瘆人。,,
唐人街探案2,2018 / 中国大陆 / 喜剧 动作 悬疑 / 陈思诚 / 王宝强 刘昊然,https://movie.douban.com/subject/26698897/,6.6,3,2018.07.24 《唐人街探案2》🌟🌟🌟昊然弟弟女装可爱哈哈哈哈。,,
超时空同居,2018 / 中国大陆 / 喜剧 爱情 奇幻 / 苏伦 / 雷佳音 佟丽娅,https://movie.douban.com/subject/27133303/,6.8,3,2018.07.24 《超时空同居》🌟🌟🌟雷佳音好萌QWQ彩蛋里徐峥老师太搞笑啦！,,
延禧攻略,2018 / 中国大陆 / 剧情 爱情 古装 / 惠楷栋 温德光 / 秦岚 聂远,https://movie.douban.com/subject/26999852/,7.1,3,2018.12.03 《延禧攻略》🌟🌟🌟富察皇后好美好温柔。,,
舌尖上的中国 第一季,2012 / 中国大陆 / 纪录片 / 陈晓卿 / 李立宏,https://movie.douban.com/subject/10606004/,9.4,5,2018.07.02 《舌尖上的中国第一季》🌟🌟🌟🌟🌟饮食也是一种文化。,,
傲骨贤妻 第三季,2011 / 美国 / 剧情 悬疑 犯罪 / 布鲁克·肯尼迪 / 朱丽安娜· 玛格丽丝 艾伦·卡明,https://movie.douban.com/subject/6126439/,9.1,5,2018.07.02 《傲骨贤妻第三季》🌟🌟🌟🌟🌟难怪起名‘good wife’。,,
傲骨贤妻  第二季,2010 / 美国 / 犯罪 剧情 悬疑 / 查尔斯·麦克道格 / 朱丽安娜· 玛格丽丝 乔西·查尔斯,https://movie.douban.com/subject/5028366/,9.2,5,2018.07.02 《傲骨贤妻第二季》🌟🌟🌟🌟🌟W&A。,,
傲骨贤妻 第一季,2009 / 美国 / 犯罪 剧情 悬疑 / 查尔斯·麦克道格 / 朱丽安娜· 玛格丽丝 乔西·查尔斯,https://movie.douban.com/subject/3754368/,9.1,5,2018.07.02 《傲骨贤妻第一季》🌟🌟🌟🌟🌟Will真的很帅。,,
波士顿法律 第二季,2005 / 美国 / 剧情 / Oz Scott / James Spader William Shatner,https://movie.douban.com/subject/3285407/,9.4,5,2018.07.02 《波士顿法律第二季》🌟🌟🌟🌟🌟Alan和Danny👍,,
波士顿法律 第一季,2004 / 美国 / 喜剧 犯罪 剧情 / 大卫·E·凯利 / 勒内·奥贝尔若努瓦 马克·瓦雷,https://movie.douban.com/subject/1754882/,9.2,5,2018.07.02 《波士顿法律第一季》🌟🌟🌟🌟🌟Alan可可爱爱。,,
傲慢与偏见,1995 / 英国 / 爱情 剧情 / 西蒙·兰顿 / 科林·费尔斯 詹妮弗·艾莉,https://movie.douban.com/subject/1301174/,9.3,5,2018.07.02 《傲慢与偏见》🌟🌟🌟🌟🌟Colin Firth是我心目中的达西本西。,,
匹诺曹,2014 / 韩国 / 剧情 爱情 / 赵秀沅 申承佑 / 李钟硕 朴信惠,https://movie.douban.com/subject/25928794/,8.3,4,2018.07.02 《皮诺曹》🌟🌟🌟🌟大二期末季和室友见缝插针追完。,,
胜者即是正义2,2013 / 日本 / 喜剧 悬疑 犯罪 / 石川淳一 城宝秀则 西坂瑞城 / 堺雅人 新垣结衣,https://movie.douban.com/subject/23997724/,9.4,4,2018.07.02 《胜者即是正义2》🌟🌟🌟🌟🌟笑点槽点都很足。,,
半泽直树,2013 / 日本 / 剧情 / 福泽克雄 棚泽孝义 田中健太 / 堺雅人 上户彩,https://movie.douban.com/subject/24697949/,9.2,5,2018.07.02 《半泽直树》🌟🌟🌟🌟🌟高中毕业后的暑假每周必追。,,
胜者即是正义,2012 / 日本 / 剧情 喜剧 犯罪 / 石川淳一 城宝秀则 / 堺雅人 新垣结衣,https://movie.douban.com/subject/10491666/,9.4,4,2018.07.02 《胜者即是正义》🌟🌟🌟🌟🌟鬼马古美门。,,
小别离,2016 / 中国大陆 / 剧情 家庭 / 汪俊 / 黄磊 海清,https://movie.douban.com/subject/26322639/,8.0,4,2018.07.02 《小别离》🌟🌟🌟🌟三个小朋友太可爱啦。,,
匆匆那年,2014 / 中国大陆 / 剧情 爱情 / 姚婷婷 / 杨玏 何泓姗,https://movie.douban.com/subject/25840705/,8.1,4,2018.07.02 《匆匆那年》🌟🌟🌟🌟很喜欢这部改编。,,
斯隆女士,2016 / 美国 法国 / 剧情 悬疑 / 约翰·马登 / 杰西卡·查斯坦 古古·姆巴塔-劳,https://movie.douban.com/subject/26703158/,8.8,4,2019.01.09 《斯隆女士》🌟🌟🌟🌟永远留有后手/至少五年的信任。,,
